seed,family,number_of_items,capacity,weights,values,greedy_value,optimal_value,failure,relative_gap
589,similar_ratio,20,251,"(8, 15, 47, 25, 32, 41, 5, 23, 27, 31, 38, 28, 25, 33, 18, 44, 2, 11, 4, 45)","(16, 29, 95, 49, 65, 85, 10, 46, 56, 60, 79, 54, 50, 64, 37, 84, 4, 22, 8, 91)",512,513,True,0.001949317738791423
590,similar_ratio,20,251,"(2, 35, 28, 23, 33, 32, 27, 12, 48, 48, 25, 41, 40, 17, 9, 34, 1, 33, 3, 11)","(4, 70, 58, 48, 69, 63, 55, 24, 94, 92, 51, 79, 79, 33, 19, 65, 2, 66, 6, 23)",495,511,True,0.03131115459882583
591,similar_ratio,20,229,"(36, 8, 9, 19, 4, 17, 1, 34, 23, 47, 32, 17, 10, 5, 42, 25, 30, 22, 33, 44)","(71, 16, 17, 37, 8, 33, 2, 65, 46, 92, 61, 35, 21, 10, 82, 50, 58, 46, 66, 86)",457,458,True,0.002183406113537118
592,similar_ratio,20,272,"(5, 33, 10, 14, 49, 22, 19, 41, 31, 23, 49, 9, 29, 27, 18, 44, 12, 25, 36, 49)","(10, 64, 21, 29, 95, 43, 37, 80, 63, 47, 102, 19, 58, 55, 37, 91, 23, 49, 74, 94)",548,559,True,0.01967799642218247
593,similar_ratio,20,228,"(21, 43, 43, 49, 25, 27, 1, 25, 18, 14, 37, 7, 1, 18, 12, 3, 48, 5, 32, 27)","(41, 88, 90, 100, 51, 55, 2, 52, 34, 27, 76, 14, 2, 36, 24, 6, 98, 10, 61, 52)",465,469,True,0.008528784648187633
594,similar_ratio,20,242,"(9, 40, 4, 40, 14, 6, 27, 1, 23, 33, 27, 44, 11, 32, 20, 40, 23, 43, 33, 13)","(18, 78, 8, 80, 27, 12, 56, 2, 44, 67, 56, 91, 23, 64, 40, 83, 47, 85, 67, 26)",498,498,False,0.0
595,similar_ratio,20,233,"(23, 33, 1, 33, 27, 27, 38, 27, 10, 23, 45, 12, 8, 16, 12, 39, 18, 32, 18, 24)","(45, 68, 2, 66, 53, 55, 76, 54, 19, 46, 92, 25, 16, 33, 24, 76, 38, 64, 35, 48)",471,475,True,0.008421052631578947
596,similar_ratio,20,276,"(26, 12, 12, 48, 15, 35, 20, 29, 32, 48, 6, 29, 15, 17, 27, 22, 31, 39, 40, 49)","(50, 25, 24, 93, 29, 73, 41, 59, 63, 97, 12, 59, 29, 34, 51, 45, 59, 78, 82, 100)",554,564,True,0.01773049645390071
597,similar_ratio,20,185,"(7, 17, 7, 18, 26, 25, 16, 2, 44, 40, 2, 38, 11, 35, 37, 10, 8, 23, 1, 3)","(15, 34, 14, 36, 52, 50, 32, 4, 86, 81, 4, 72, 21, 69, 74, 20, 16, 47, 2, 6)",371,373,True,0.005361930294906166
598,similar_ratio,20,226,"(7, 29, 47, 24, 21, 22, 24, 33, 38, 5, 31, 21, 41, 7, 26, 5, 27, 17, 17, 9)","(14, 58, 90, 47, 40, 44, 49, 68, 78, 10, 64, 43, 86, 14, 54, 10, 54, 35, 33, 19)",461,467,True,0.01284796573875803
599,similar_ratio,20,196,"(46, 8, 4, 9, 7, 8, 20, 21, 5, 26, 2, 22, 36, 44, 41, 22, 38, 7, 19, 8)","(88, 16, 8, 19, 13, 17, 38, 44, 10, 53, 4, 44, 72, 86, 80, 45, 73, 14, 37, 17)",376,397,True,0.05289672544080604
600,similar_ratio,20,294,"(17, 29, 39, 25, 28, 45, 43, 49, 24, 11, 8, 9, 36, 33, 1, 45, 44, 39, 36, 26)","(33, 56, 81, 50, 58, 86, 82, 97, 47, 23, 15, 17, 73, 64, 2, 89, 86, 77, 73, 53)",587,594,True,0.011784511784511785
601,similar_ratio,20,246,"(13, 35, 7, 25, 3, 23, 43, 34, 43, 16, 36, 44, 15, 50, 3, 25, 1, 5, 33, 39)","(26, 72, 14, 50, 6, 46, 87, 67, 88, 32, 70, 90, 31, 99, 6, 49, 2, 10, 68, 76)",500,502,True,0.00398406374501992
602,similar_ratio,20,194,"(26, 34, 30, 31, 7, 3, 29, 14, 21, 33, 9, 32, 11, 6, 10, 23, 13, 3, 48, 5)","(50, 70, 61, 61, 14, 6, 59, 29, 44, 64, 18, 62, 22, 11, 19, 46, 27, 6, 97, 10)",393,397,True,0.010075566750629723
603,similar_ratio,20,207,"(11, 21, 37, 49, 5, 34, 30, 9, 48, 6, 31, 36, 1, 12, 29, 20, 3, 1, 15, 16)","(22, 42, 75, 94, 10, 69, 61, 18, 94, 12, 60, 75, 2, 23, 59, 39, 6, 2, 31, 31)",422,422,False,0.0
604,similar_ratio,20,260,"(5, 25, 24, 37, 26, 19, 13, 33, 23, 21, 42, 3, 46, 45, 35, 30, 31, 22, 10, 31)","(10, 51, 49, 73, 54, 39, 27, 65, 45, 43, 83, 6, 89, 92, 70, 59, 59, 42, 20, 61)",526,528,True,0.003787878787878788
605,similar_ratio,20,232,"(12, 28, 7, 16, 10, 5, 31, 4, 31, 36, 46, 14, 50, 9, 18, 13, 31, 11, 49, 42)","(25, 56, 13, 32, 20, 10, 64, 8, 60, 71, 90, 29, 105, 18, 36, 25, 60, 22, 101, 82)",468,476,True,0.01680672268907563
606,similar_ratio,20,219,"(48, 24, 43, 30, 11, 12, 2, 22, 7, 6, 49, 14, 3, 10, 28, 21, 47, 28, 5, 28)","(100, 49, 85, 60, 22, 24, 4, 44, 14, 12, 94, 28, 6, 20, 57, 43, 91, 56, 10, 59)",444,448,True,0.008928571428571428
607,similar_ratio,20,242,"(45, 49, 21, 11, 1, 8, 29, 30, 37, 8, 27, 28, 35, 44, 5, 2, 1, 18, 39, 47)","(86, 94, 40, 22, 2, 16, 60, 61, 75, 17, 53, 54, 71, 92, 10, 4, 2, 37, 75, 93)",469,494,True,0.05060728744939271
608,similar_ratio,20,288,"(9, 14, 32, 39, 36, 43, 1, 25, 24, 29, 39, 40, 48, 50, 11, 3, 36, 28, 28, 40)","(18, 29, 65, 81, 71, 83, 2, 48, 48, 59, 77, 84, 95, 104, 22, 6, 70, 58, 56, 79)",576,592,True,0.02702702702702703
609,similar_ratio,20,294,"(41, 3, 42, 11, 48, 46, 23, 30, 10, 31, 44, 20, 44, 22, 31, 24, 19, 2, 48, 50)","(83, 6, 82, 23, 91, 88, 46, 60, 19, 60, 86, 41, 86, 46, 65, 50, 36, 4, 95, 105)",589,601,True,0.019966722129783693
610,similar_ratio,20,224,"(29, 19, 13, 44, 4, 15, 18, 17, 19, 7, 49, 17, 48, 18, 6, 24, 29, 16, 45, 10)","(57, 37, 26, 89, 8, 31, 36, 33, 39, 15, 96, 32, 95, 37, 12, 46, 59, 31, 87, 19)",447,452,True,0.011061946902654867
611,similar_ratio,20,306,"(35, 23, 41, 3, 13, 36, 40, 38, 16, 40, 48, 32, 44, 11, 48, 44, 14, 18, 45, 24)","(73, 47, 81, 6, 26, 73, 77, 73, 33, 76, 98, 63, 89, 21, 100, 91, 27, 37, 86, 47)",611,627,True,0.025518341307814992
612,similar_ratio,20,280,"(15, 36, 38, 49, 7, 20, 11, 28, 5, 31, 5, 38, 29, 35, 41, 33, 7, 43, 42, 47)","(29, 73, 77, 95, 14, 42, 21, 58, 10, 64, 10, 74, 58, 68, 82, 68, 14, 83, 83, 97)",571,572,True,0.0017482517482517483
613,similar_ratio,20,260,"(18, 8, 30, 31, 7, 50, 31, 8, 48, 33, 38, 36, 2, 31, 33, 28, 1, 1, 42, 45)","(35, 16, 63, 65, 14, 100, 61, 16, 95, 63, 77, 73, 4, 65, 64, 58, 2, 2, 85, 89)",534,534,False,0.0
614,similar_ratio,20,261,"(17, 44, 38, 7, 10, 37, 26, 11, 21, 46, 26, 14, 34, 33, 17, 27, 49, 33, 1, 31)","(33, 85, 73, 13, 19, 77, 55, 22, 41, 91, 53, 27, 66, 66, 33, 52, 97, 65, 2, 64)",527,528,True,0.001893939393939394
615,similar_ratio,20,232,"(15, 43, 10, 50, 2, 23, 13, 30, 11, 27, 36, 44, 26, 31, 11, 4, 26, 18, 26, 18)","(30, 87, 21, 98, 4, 47, 25, 62, 22, 53, 71, 85, 50, 64, 21, 8, 54, 37, 52, 36)",472,473,True,0.0021141649048625794
616,similar_ratio,20,216,"(2, 34, 12, 9, 19, 5, 22, 43, 47, 13, 46, 22, 3, 38, 6, 6, 50, 8, 33, 13)","(4, 70, 24, 17, 38, 10, 45, 87, 98, 26, 90, 46, 6, 72, 12, 12, 104, 17, 68, 26)",448,448,False,0.0
617,similar_ratio,20,258,"(45, 18, 6, 2, 38, 50, 42, 9, 40, 23, 47, 24, 6, 1, 17, 6, 46, 40, 14, 43)","(90, 35, 12, 4, 74, 104, 88, 19, 79, 46, 98, 46, 11, 2, 35, 12, 89, 80, 28, 90)",530,534,True,0.00749063670411985
618,similar_ratio,20,216,"(30, 12, 21, 45, 4, 21, 11, 8, 47, 19, 26, 4, 29, 6, 47, 9, 15, 24, 13, 40)","(61, 24, 43, 86, 8, 44, 22, 17, 96, 38, 51, 8, 58, 12, 95, 18, 30, 46, 27, 79)",437,441,True,0.009070294784580499
619,similar_ratio,20,268,"(33, 48, 42, 35, 37, 8, 28, 30, 22, 23, 21, 28, 30, 8, 4, 31, 39, 18, 9, 41)","(69, 93, 81, 73, 72, 15, 53, 61, 45, 47, 42, 54, 63, 15, 8, 64, 78, 36, 19, 80)",542,550,True,0.014545454545454545
620,similar_ratio,20,262,"(15, 31, 44, 47, 13, 4, 3, 16, 43, 44, 33, 11, 38, 8, 33, 46, 32, 28, 5, 31)","(30, 63, 84, 97, 25, 8, 6, 32, 82, 91, 69, 23, 79, 16, 63, 92, 62, 55, 10, 63)",539,539,False,0.0
621,similar_ratio,20,296,"(21, 34, 23, 49, 45, 20, 45, 22, 21, 46, 34, 15, 16, 17, 45, 41, 25, 41, 8, 23)","(42, 67, 46, 98, 94, 41, 90, 44, 43, 96, 66, 30, 32, 35, 89, 79, 51, 82, 15, 46)",590,604,True,0.023178807947019868
622,similar_ratio,20,273,"(19, 50, 20, 39, 1, 45, 10, 37, 44, 12, 14, 45, 35, 43, 21, 17, 17, 19, 19, 39)","(36, 100, 38, 77, 2, 93, 20, 71, 84, 23, 29, 88, 67, 83, 41, 35, 33, 39, 39, 75)",545,548,True,0.005474452554744526
623,similar_ratio,20,272,"(3, 50, 25, 3, 7, 20, 45, 19, 25, 42, 44, 36, 22, 5, 31, 38, 2, 40, 44, 42)","(6, 96, 50, 6, 14, 41, 86, 37, 50, 83, 89, 74, 42, 10, 64, 72, 4, 81, 85, 86)",525,553,True,0.05063291139240506
624,similar_ratio,20,242,"(13, 16, 37, 22, 38, 4, 21, 31, 19, 15, 4, 41, 25, 40, 50, 5, 2, 40, 24, 38)","(27, 31, 76, 43, 79, 8, 42, 63, 39, 31, 8, 83, 49, 84, 97, 10, 4, 82, 50, 78)",494,500,True,0.012
625,similar_ratio,20,287,"(27, 39, 17, 32, 46, 11, 47, 36, 5, 15, 35, 29, 39, 11, 17, 35, 19, 31, 39, 44)","(53, 81, 34, 65, 91, 23, 93, 73, 10, 30, 70, 59, 78, 22, 34, 71, 39, 64, 80, 90)",582,587,True,0.008517887563884156
626,similar_ratio,20,250,"(24, 15, 9, 21, 25, 14, 32, 16, 49, 8, 44, 47, 5, 29, 48, 46, 13, 50, 3, 1)","(49, 29, 18, 42, 52, 27, 66, 32, 100, 17, 88, 90, 10, 57, 98, 92, 25, 104, 6, 2)",514,514,False,0.0
627,similar_ratio,20,254,"(17, 7, 2, 27, 14, 35, 46, 22, 48, 17, 43, 31, 20, 30, 18, 35, 38, 16, 26, 15)","(35, 13, 4, 57, 28, 70, 89, 43, 93, 35, 82, 62, 42, 62, 36, 68, 74, 32, 51, 31)",507,517,True,0.019342359767891684
628,similar_ratio,20,218,"(26, 36, 30, 9, 36, 29, 25, 31, 17, 9, 20, 13, 1, 33, 6, 49, 3, 24, 17, 22)","(50, 74, 63, 19, 73, 60, 51, 60, 34, 18, 40, 26, 2, 64, 12, 103, 6, 47, 33, 45)",451,451,False,0.0
629,similar_ratio,20,229,"(4, 38, 19, 30, 39, 27, 2, 5, 6, 50, 22, 24, 14, 39, 49, 10, 35, 29, 13, 3)","(8, 72, 36, 60, 75, 53, 4, 10, 12, 98, 45, 47, 27, 80, 95, 20, 69, 58, 26, 6)",451,458,True,0.015283842794759825
630,similar_ratio,20,284,"(30, 33, 39, 17, 25, 38, 14, 28, 44, 47, 11, 2, 41, 6, 39, 8, 33, 45, 36, 33)","(58, 69, 77, 35, 51, 73, 29, 56, 92, 98, 22, 4, 86, 12, 76, 15, 68, 88, 71, 65)",588,588,False,0.0
631,similar_ratio,20,250,"(19, 14, 9, 39, 33, 46, 9, 24, 37, 6, 47, 3, 36, 2, 2, 3, 48, 26, 46, 50)","(37, 27, 19, 76, 69, 90, 17, 49, 74, 12, 98, 6, 71, 4, 4, 6, 96, 51, 95, 100)",507,512,True,0.009765625
632,similar_ratio,20,214,"(24, 35, 1, 6, 24, 40, 27, 11, 5, 26, 13, 7, 42, 12, 21, 32, 50, 28, 3, 20)","(47, 67, 2, 12, 48, 83, 55, 21, 10, 54, 26, 14, 82, 24, 42, 61, 96, 55, 6, 41)",417,434,True,0.03917050691244239
633,similar_ratio,20,185,"(3, 4, 6, 13, 12, 49, 29, 6, 7, 4, 3, 1, 44, 45, 16, 49, 26, 41, 10, 2)","(6, 8, 11, 27, 25, 100, 58, 12, 15, 8, 6, 2, 85, 87, 32, 103, 50, 81, 20, 4)",374,380,True,0.015789473684210527
634,similar_ratio,20,272,"(9, 48, 29, 33, 50, 10, 34, 25, 19, 4, 9, 45, 13, 29, 19, 48, 33, 32, 30, 26)","(17, 91, 60, 64, 103, 20, 68, 51, 36, 8, 18, 93, 25, 58, 38, 95, 64, 64, 59, 52)",542,553,True,0.019891500904159132
635,similar_ratio,20,239,"(23, 49, 18, 5, 9, 37, 39, 10, 24, 4, 44, 11, 22, 18, 31, 11, 26, 13, 47, 37)","(45, 99, 36, 10, 18, 76, 76, 20, 50, 8, 90, 23, 45, 38, 60, 22, 54, 26, 97, 77)",488,494,True,0.012145748987854251
636,similar_ratio,20,220,"(13, 1, 34, 28, 21, 36, 3, 2, 13, 39, 10, 2, 4, 34, 48, 28, 20, 17, 49, 38)","(27, 2, 68, 55, 42, 70, 6, 4, 25, 80, 20, 4, 8, 69, 97, 53, 41, 34, 94, 73)",440,446,True,0.013452914798206279
637,similar_ratio,20,246,"(32, 10, 26, 10, 12, 50, 40, 44, 37, 25, 24, 5, 18, 49, 2, 7, 18, 21, 15, 48)","(62, 19, 53, 20, 23, 103, 83, 89, 74, 48, 47, 10, 38, 94, 4, 14, 35, 44, 31, 91)",489,504,True,0.02976190476190476
638,similar_ratio,20,256,"(41, 47, 47, 6, 9, 3, 36, 49, 46, 25, 17, 29, 36, 30, 9, 4, 22, 16, 16, 23)","(80, 98, 93, 12, 18, 6, 74, 99, 91, 51, 33, 61, 72, 63, 18, 8, 43, 33, 34, 44)",525,528,True,0.005681818181818182
639,similar_ratio,20,188,"(46, 26, 10, 2, 23, 13, 11, 13, 12, 27, 18, 12, 19, 36, 14, 40, 10, 14, 2, 28)","(95, 53, 20, 4, 48, 27, 22, 27, 23, 53, 36, 24, 39, 74, 27, 78, 20, 27, 4, 58)",388,388,False,0.0
640,similar_ratio,20,261,"(2, 12, 49, 43, 18, 46, 26, 20, 23, 47, 23, 30, 5, 7, 34, 7, 46, 11, 31, 42)","(4, 23, 95, 83, 36, 91, 50, 41, 45, 95, 44, 58, 10, 14, 68, 14, 97, 22, 61, 87)",511,531,True,0.03766478342749529
641,similar_ratio,20,284,"(25, 38, 50, 24, 45, 3, 47, 28, 12, 28, 44, 13, 26, 2, 37, 3, 45, 13, 35, 49)","(52, 73, 103, 48, 89, 6, 93, 56, 25, 56, 92, 27, 50, 4, 72, 6, 93, 26, 70, 94)",568,582,True,0.024054982817869417
642,similar_ratio,20,250,"(43, 27, 38, 50, 22, 35, 9, 33, 35, 7, 6, 29, 27, 10, 4, 30, 10, 28, 12, 45)","(90, 54, 76, 102, 44, 70, 18, 65, 71, 15, 12, 60, 55, 21, 8, 63, 20, 53, 24, 87)",515,515,False,0.0
643,similar_ratio,20,246,"(36, 49, 34, 6, 23, 41, 24, 3, 27, 12, 15, 24, 35, 39, 10, 5, 16, 12, 30, 50)","(75, 98, 66, 12, 44, 79, 48, 6, 53, 25, 29, 46, 73, 76, 21, 10, 31, 25, 62, 101)",498,503,True,0.009940357852882704
644,similar_ratio,20,227,"(32, 7, 38, 36, 14, 33, 50, 47, 24, 22, 33, 22, 7, 10, 15, 26, 30, 3, 4, 1)","(63, 14, 79, 72, 27, 66, 101, 93, 49, 43, 66, 44, 14, 20, 29, 52, 57, 6, 8, 2)",455,459,True,0.008714596949891068
645,similar_ratio,20,252,"(13, 27, 19, 50, 20, 22, 18, 35, 34, 12, 3, 44, 31, 24, 29, 4, 46, 49, 18, 6)","(26, 55, 36, 97, 39, 43, 35, 69, 69, 25, 6, 86, 64, 46, 57, 8, 95, 99, 35, 12)",502,511,True,0.01761252446183953
646,similar_ratio,20,266,"(37, 21, 40, 47, 25, 24, 24, 24, 35, 10, 48, 30, 31, 7, 12, 28, 22, 26, 24, 18)","(77, 43, 78, 97, 51, 48, 48, 47, 72, 20, 95, 60, 61, 14, 25, 57, 46, 54, 49, 35)",548,548,False,0.0
647,similar_ratio,20,245,"(43, 23, 25, 22, 31, 15, 17, 40, 28, 17, 6, 11, 35, 40, 38, 25, 12, 4, 20, 38)","(90, 47, 50, 42, 60, 31, 34, 84, 53, 32, 12, 22, 70, 82, 79, 51, 23, 8, 42, 78)",506,508,True,0.003937007874015748
648,similar_ratio,20,188,"(42, 21, 50, 8, 46, 32, 32, 7, 5, 7, 2, 27, 2, 9, 18, 25, 2, 17, 7, 18)","(81, 42, 104, 16, 96, 66, 66, 15, 10, 15, 4, 53, 4, 18, 34, 51, 4, 33, 14, 37)",388,390,True,0.005128205128205128
649,similar_ratio,20,260,"(23, 23, 39, 44, 19, 49, 27, 20, 28, 4, 20, 47, 50, 9, 23, 20, 13, 43, 8, 10)","(48, 46, 82, 91, 36, 96, 56, 42, 57, 8, 40, 97, 101, 17, 45, 41, 26, 86, 16, 20)",538,538,False,0.0
650,similar_ratio,20,200,"(21, 11, 29, 32, 17, 11, 24, 38, 2, 16, 14, 5, 26, 10, 30, 13, 29, 46, 21, 6)","(43, 23, 58, 62, 35, 23, 46, 78, 4, 32, 27, 10, 50, 19, 60, 26, 58, 96, 40, 13)",405,411,True,0.014598540145985401
651,similar_ratio,20,278,"(3, 9, 8, 13, 16, 50, 23, 38, 1, 41, 48, 49, 24, 6, 25, 38, 47, 43, 40, 33)","(6, 18, 16, 25, 33, 105, 46, 78, 2, 84, 97, 98, 50, 12, 51, 79, 94, 83, 81, 69)",575,575,False,0.0
652,similar_ratio,20,232,"(10, 34, 47, 8, 14, 29, 43, 1, 4, 21, 46, 14, 33, 33, 13, 38, 10, 17, 6, 42)","(20, 68, 93, 17, 27, 57, 87, 2, 8, 41, 96, 27, 66, 65, 25, 74, 20, 34, 11, 87)",471,472,True,0.00211864406779661
653,similar_ratio,20,312,"(48, 38, 18, 49, 25, 43, 36, 33, 16, 40, 14, 44, 14, 25, 44, 21, 32, 18, 17, 48)","(100, 73, 36, 100, 50, 86, 70, 66, 33, 78, 27, 91, 29, 48, 89, 43, 63, 35, 35, 98)",618,639,True,0.03286384976525822
654,similar_ratio,20,218,"(43, 41, 41, 7, 32, 17, 30, 19, 14, 9, 40, 34, 30, 5, 18, 6, 19, 10, 14, 8)","(87, 80, 83, 14, 67, 35, 59, 36, 29, 18, 78, 67, 59, 10, 38, 12, 37, 20, 28, 16)",441,445,True,0.008988764044943821
655,similar_ratio,20,200,"(3, 1, 2, 29, 44, 38, 9, 6, 23, 40, 35, 34, 4, 18, 37, 14, 10, 10, 28, 16)","(6, 2, 4, 55, 92, 75, 19, 12, 46, 80, 72, 68, 8, 38, 76, 28, 20, 19, 55, 31)",403,411,True,0.019464720194647202
656,similar_ratio,20,298,"(43, 29, 4, 5, 36, 40, 39, 41, 9, 8, 43, 48, 10, 34, 35, 41, 27, 48, 39, 17)","(88, 58, 8, 10, 69, 80, 76, 79, 19, 16, 86, 100, 20, 65, 67, 80, 52, 99, 77, 34)",584,605,True,0.03471074380165289
657,similar_ratio,20,224,"(39, 17, 41, 1, 47, 44, 4, 1, 4, 3, 21, 50, 45, 27, 20, 24, 20, 12, 1, 27)","(77, 33, 80, 2, 94, 91, 8, 2, 8, 6, 42, 104, 92, 54, 41, 48, 39, 23, 2, 53)",450,458,True,0.017467248908296942
658,similar_ratio,20,223,"(10, 42, 44, 26, 11, 26, 4, 2, 1, 28, 28, 34, 35, 18, 6, 45, 20, 29, 36, 1)","(20, 84, 92, 52, 21, 52, 8, 4, 2, 56, 57, 68, 72, 37, 12, 88, 40, 56, 74, 2)",452,456,True,0.008771929824561403
659,similar_ratio,20,307,"(47, 31, 49, 38, 21, 18, 25, 30, 7, 42, 46, 14, 41, 39, 47, 42, 34, 7, 17, 19)","(92, 60, 95, 74, 44, 34, 50, 59, 14, 81, 94, 28, 78, 78, 92, 87, 71, 13, 35, 36)",620,621,True,0.001610305958132045
660,similar_ratio,20,241,"(2, 49, 6, 9, 36, 25, 31, 37, 41, 7, 5, 1, 44, 49, 23, 22, 3, 31, 18, 43)","(4, 97, 12, 18, 70, 48, 62, 76, 83, 13, 10, 2, 91, 98, 46, 43, 6, 60, 37, 89)",490,492,True,0.0040650406504065045
661,similar_ratio,20,252,"(12, 20, 35, 21, 50, 13, 26, 34, 39, 4, 34, 7, 38, 43, 25, 17, 20, 48, 8, 11)","(25, 41, 72, 41, 101, 26, 55, 67, 80, 8, 68, 15, 77, 84, 52, 34, 41, 97, 16, 21)",508,518,True,0.019305019305019305
662,similar_ratio,20,326,"(41, 16, 50, 30, 43, 39, 37, 29, 7, 23, 20, 48, 50, 43, 31, 42, 14, 26, 14, 49)","(79, 31, 98, 61, 90, 80, 74, 60, 14, 45, 42, 98, 100, 90, 63, 81, 27, 50, 29, 94)",658,669,True,0.016442451420029897
663,similar_ratio,20,296,"(45, 29, 42, 21, 42, 28, 45, 30, 48, 37, 4, 8, 38, 10, 29, 7, 21, 30, 36, 41)","(91, 56, 84, 40, 84, 57, 87, 59, 100, 72, 8, 16, 73, 20, 57, 14, 42, 60, 70, 83)",599,599,False,0.0
664,similar_ratio,20,283,"(46, 33, 41, 9, 9, 7, 25, 37, 48, 6, 12, 41, 40, 45, 15, 39, 26, 27, 33, 27)","(96, 69, 84, 18, 18, 14, 51, 75, 94, 12, 25, 82, 79, 87, 31, 77, 51, 52, 64, 54)",575,579,True,0.0069084628670120895
665,similar_ratio,20,246,"(34, 33, 15, 6, 41, 50, 11, 7, 9, 39, 31, 47, 10, 43, 11, 3, 27, 15, 41, 19)","(69, 66, 30, 12, 86, 102, 23, 14, 18, 80, 62, 94, 20, 84, 22, 6, 56, 30, 79, 37)",500,504,True,0.007936507936507936
666,similar_ratio,20,226,"(30, 25, 33, 36, 46, 4, 25, 30, 16, 18, 44, 18, 40, 24, 34, 20, 3, 2, 4, 1)","(63, 50, 63, 72, 90, 8, 52, 62, 30, 35, 85, 38, 80, 49, 70, 39, 6, 4, 8, 2)",464,464,False,0.0
667,similar_ratio,20,253,"(7, 43, 20, 6, 32, 11, 30, 27, 9, 47, 6, 29, 33, 36, 2, 45, 40, 38, 37, 8)","(14, 85, 39, 12, 63, 22, 63, 52, 17, 95, 12, 60, 66, 72, 4, 87, 79, 74, 72, 15)",505,510,True,0.00980392156862745
668,similar_ratio,20,330,"(30, 28, 12, 40, 46, 28, 46, 24, 27, 31, 48, 41, 43, 14, 47, 39, 28, 25, 47, 16)","(58, 54, 24, 77, 94, 58, 95, 50, 52, 64, 92, 84, 89, 28, 94, 78, 54, 51, 92, 33)",670,676,True,0.008875739644970414
669,similar_ratio,20,271,"(20, 32, 20, 46, 35, 37, 23, 12, 33, 27, 5, 34, 16, 23, 43, 33, 15, 24, 25, 39)","(40, 65, 39, 95, 71, 73, 45, 24, 68, 55, 10, 66, 33, 45, 83, 67, 29, 50, 52, 78)",556,556,False,0.0
670,similar_ratio,20,270,"(37, 13, 25, 45, 28, 8, 2, 36, 10, 20, 20, 11, 26, 34, 46, 27, 42, 34, 25, 50)","(73, 26, 49, 94, 53, 15, 4, 75, 21, 39, 39, 21, 51, 68, 95, 54, 87, 70, 51, 100)",544,556,True,0.02158273381294964
671,similar_ratio,20,281,"(38, 25, 25, 30, 2, 35, 30, 29, 15, 37, 41, 23, 30, 34, 21, 43, 35, 3, 33, 33)","(73, 51, 49, 57, 4, 73, 63, 57, 31, 74, 81, 47, 59, 68, 43, 83, 71, 6, 64, 68)",531,574,True,0.07491289198606271
672,similar_ratio,20,215,"(2, 42, 36, 17, 2, 17, 4, 48, 21, 2, 27, 50, 45, 23, 12, 2, 26, 13, 32, 9)","(4, 81, 75, 33, 4, 32, 8, 99, 43, 4, 53, 97, 86, 45, 24, 4, 54, 26, 67, 18)",430,441,True,0.024943310657596373
673,similar_ratio,20,228,"(34, 25, 24, 45, 11, 9, 45, 28, 9, 41, 37, 3, 10, 47, 13, 5, 9, 7, 12, 41)","(67, 48, 47, 88, 23, 18, 88, 54, 18, 86, 76, 6, 19, 98, 27, 10, 17, 14, 23, 80)",466,466,False,0.0
674,similar_ratio,20,234,"(26, 10, 12, 5, 25, 48, 12, 20, 39, 40, 22, 21, 21, 48, 10, 24, 10, 44, 5, 26)","(50, 20, 24, 10, 50, 93, 24, 41, 77, 83, 43, 44, 41, 101, 20, 50, 19, 92, 10, 50)",485,485,False,0.0
675,similar_ratio,20,244,"(14, 26, 19, 32, 30, 3, 5, 30, 10, 34, 18, 42, 30, 28, 31, 42, 12, 37, 21, 23)","(29, 53, 39, 67, 62, 6, 10, 59, 20, 69, 36, 83, 59, 55, 62, 87, 24, 72, 40, 44)",478,499,True,0.04208416833667335
676,similar_ratio,20,276,"(2, 43, 48, 27, 21, 23, 23, 31, 2, 17, 31, 24, 42, 49, 40, 24, 11, 40, 29, 25)","(4, 87, 97, 55, 42, 47, 48, 60, 4, 36, 61, 49, 86, 97, 80, 47, 23, 79, 60, 50)",541,565,True,0.04247787610619469
677,similar_ratio,20,228,"(41, 5, 31, 7, 49, 6, 19, 3, 21, 40, 34, 34, 3, 21, 29, 8, 27, 21, 20, 38)","(78, 10, 62, 14, 95, 12, 39, 6, 43, 78, 67, 69, 6, 42, 57, 16, 54, 42, 40, 76)",455,459,True,0.008714596949891068
678,similar_ratio,20,224,"(8, 1, 1, 48, 48, 47, 37, 31, 25, 27, 20, 14, 2, 48, 3, 8, 27, 15, 24, 15)","(17, 2, 2, 98, 92, 89, 71, 59, 51, 54, 41, 29, 4, 92, 6, 17, 53, 29, 50, 31)",455,455,False,0.0
679,similar_ratio,20,260,"(42, 25, 6, 36, 35, 22, 45, 23, 4, 22, 48, 19, 11, 22, 3, 35, 48, 50, 23, 2)","(85, 52, 12, 71, 73, 45, 93, 44, 8, 44, 95, 39, 21, 44, 6, 73, 95, 105, 46, 4)",531,538,True,0.013011152416356878
680,similar_ratio,20,334,"(40, 38, 33, 23, 46, 49, 29, 25, 37, 45, 16, 46, 42, 34, 18, 6, 42, 22, 38, 39)","(80, 73, 68, 48, 91, 96, 56, 51, 74, 91, 32, 90, 87, 68, 38, 13, 87, 44, 80, 75)",675,687,True,0.017467248908296942
681,similar_ratio,20,288,"(27, 8, 50, 31, 2, 34, 42, 48, 10, 41, 1, 43, 46, 41, 47, 6, 38, 2, 44, 15)","(55, 17, 99, 61, 4, 66, 85, 93, 20, 79, 2, 90, 95, 82, 93, 11, 77, 4, 86, 31)",573,586,True,0.02218430034129693
